values,,Magnetometer,Magnetometer,Magnetometer
axis,,x,y,z
Sensor,Sample,,,
0,0,0.05524544007834496,0.0901823968662015,0.0374525645733872
0,1,0.05493328436773167,0.08991920675725304,0.03740971967193047
0,2,0.05519035377647202,0.09020687966703392,0.0377830823846248
0,3,0.05519035377647202,0.09020687966703392,0.0377830823846248
0,4,0.055153629575223406,0.09024360386828253,0.03775247888358428
0,5,0.055410698983963766,0.09004162076141511,0.037874892887746356
0,6,0.055410698983963766,0.09004162076141511,0.037874892887746356
0,7,0.05519035377647202,0.08997429305912596,0.03733627126943322
0,8,0.055196474476680135,0.09002937936099889,0.03759334067817358
0,9,0.055196474476680135,0.09002937936099889,0.03759334067817358
0,10,0.05485983596523443,0.09047006977598238,0.037960582690659814
0,11,0.0549944913698127,0.09024360386828253,0.03772799608275187
0,12,0.05526992287917738,0.09021912106745011,0.03798506549149223
0,13,0.05526992287917738,0.09021912106745011,0.03798506549149223
0,14,0.05512914677439099,0.0901946382666177,0.03748928877463582
0,15,0.05527604357938548,0.09024360386828253,0.03786265148733015
0,16,0.05527604357938548,0.09024360386828253,0.03786265148733015
0,17,0.055086301872934264,0.09010282776349614,0.038174807197943444
0,18,0.055116905373974776,0.09023136246786632,0.03758721997796548
0,19,0.055116905373974776,0.09023136246786632,0.03758721997796548
0,20,0.05501897417064512,0.09017015546578529,0.037617823479005996
0,21,0.055227077977720654,0.09008446566287184,0.0376117027787979
0,22,0.055227077977720654,0.09008446566287184,0.0376117027787979
0,23,0.05501897417064512,0.09017627616599339,0.03768515118129514
0,24,0.05511078467376668,0.09004774146162321,0.037801444485249115
0,25,0.05511078467376668,0.09004774146162321,0.037801444485249115
0,26,0.05538009548292324,0.08999877585995839,0.03805851389398947
0,27,0.05514750887501531,0.08999877585995839,0.037929979189619295
0,28,0.05514750887501531,0.09020687966703392,0.03799118619170033
0,29,0.05526992287917738,0.09020687966703392,0.03799118619170033
0,30,0.055239319378136864,0.09008446566287184,0.0374525645733872
0,31,0.055184233076263925,0.09015179336516096,0.037379116170889945
0,32,0.055184233076263925,0.09015179336516096,0.037379116170889945
0,33,0.05521483657730445,0.09012118986412046,0.037617823479005996
0,34,0.05539233688333946,0.09007834496266373,0.03785041008691394
0,35,0.05539233688333946,0.09007834496266373,0.03785041008691394
0,36,0.055159750275431504,0.08993144815766924,0.037899375688578776
0,37,0.05523319867792875,0.09031705227077977,0.038168686497735346
0,38,0.05523319867792875,0.09031705227077977,0.038168686497735346
0,39,0.05517811237605582,0.09030481087036357,0.03820541069898396
0,40,0.05535561268209083,0.09028644876973926,0.03797894479128412
0,41,0.05535561268209083,0.09028644876973926,0.03797894479128412
0,42,0.055306647080426,0.08997429305912596,0.03821153139919207
0,43,0.05513526747459909,0.09029256946994736,0.037562737177133064
